channel,campaign,impressions,clicks,conversions,cost,revenue,ctr,cvr,roas,cpa
Search,Campaign_4,5354,428,198,2658.1317808740405,5111.277147715329,0.07994023160254016,0.46261682242990654,1.9228832763267483,13.424907984212325
Social,Campaign_0,2858,746,56,4875.789614678165,6550.682597144554,0.2610216934919524,0.07506702412868632,1.3435121518418804,87.06767169068152
Social,Campaign_1,4834,450,122,546.4756385662561,9123.190517868727,0.09309060819197353,0.27111111111111114,16.69459692989152,4.4793085128381644
Social,Campaign_2,6580,240,169,3549.9881220312286,8450.317597431975,0.0364741641337386,0.7041666666666667,2.380379118732623,21.00584687592443
Search,Campaign_3,4742,710,61,1301.3832709609449,2840.653896537324,0.14972585407001265,0.08591549295774648,2.182795768105869,21.334151982966308
Email,Campaign_4,2575,999,107,2425.4406999304174,9041.450871549925,0.38796116504854367,0.10710710710710711,3.7277558968187976,22.66767009280764
Display,Campaign_0,6709,332,185,3784.0557103771303,4102.475073614913,0.04948576538977493,0.5572289156626506,1.0841476414748787,20.45435519122773
Social,Campaign_1,3993,628,21,759.735414522746,5663.041669646973,0.15727523165539695,0.03343949044585987,7.453965632501688,36.17787688203553
Email,Campaign_2,2306,361,113,871.2655947240122,3974.358060063211,0.15654813529921943,0.31301939058171746,4.561591877528636,7.71031499755763
Display,Campaign_3,2164,652,72,3939.598123088831,8334.73788003716,0.30129390018484287,0.11042944785276074,2.1156314983474336,54.71664059845599
Social,Campaign_4,4313,539,146,2329.5863083684426,1993.0341238570218,0.12497101785300255,0.27087198515769945,0.8555313519389931,15.956070605263305
Social,Campaign_0,1960,793,141,4481.166770102031,9309.93769844158,0.4045918367346939,0.17780580075662042,2.077570011577499,31.7813246106527
Search,Campaign_1,4492,378,193,2588.4988844783798,2962.840196724222,0.08414959928762245,0.5105820105820106,1.1446171425804101,13.411911318540827
Email,Campaign_2,4946,457,117,3592.5788200566876,3320.5177228990397,0.09239789729074,0.25601750547045954,0.9242713630557575,30.70580188082639
Search,Campaign_3,7432,635,64,3787.917224834177,2581.380763006476,0.08544133476856836,0.10078740157480315,0.6814776062376814,59.186206638034015
Display,Campaign_4,8452,351,179,2760.82808792541,2040.9199930438451,0.041528632276384286,0.50997150997151,0.7392419694547042,15.42362060293525
Email,Campaign_0,3780,990,64,4432.4644770283685,6227.891312316877,0.2619047619047619,0.06464646464646465,1.4050628819685895,69.25725745356826
Search,Campaign_1,2229,847,35,3240.6611077516286,4952.2174644951765,0.37999102736653206,0.04132231404958678,1.5281503680374113,92.59031736433225
Email,Campaign_2,7703,287,119,1238.2006607075207,8352.098671304275,0.03725821108658964,0.4146341463414634,6.745351489743027,10.405047568970762
Search,Campaign_3,5745,134,144,2577.057929714433,4034.450399874095,0.023324630113141863,1.0746268656716418,1.5655256924399668,17.896235623016896
Email,Campaign_4,4599,490,81,732.6143178583005,8021.40703146912,0.106544901065449,0.1653061224489796,10.949017560725029,9.044621208127166
Email,Campaign_0,7930,444,103,4972.861686143759,6276.9464429896425,0.055989911727616644,0.23198198198198197,1.2622403033005218,48.28021054508503
Display,Campaign_1,2181,688,48,757.4340143782147,7188.782355710949,0.3154516276937185,0.06976744186046512,9.490968479428922,15.77987529954614
Display,Campaign_2,4004,117,17,1740.4754843709645,5235.111088890936,0.02922077922077922,0.1452991452991453,3.007862584621804,102.38091084535085
Display,Campaign_3,3514,707,124,3533.7482616817724,3492.2454475285394,0.20119521912350596,0.1753889674681754,0.9882552997327883,28.49796985227236
Email,Campaign_4,7786,660,181,1651.5299022274853,1066.3388854199757,0.08476753146673517,0.27424242424242423,0.6456673197268552,9.124474597941909
Email,Campaign_0,3083,905,161,4239.89886247298,3286.4483541202026,0.2935452481349335,0.17790055248618786,0.7751242330821391,26.334775543310435
Display,Campaign_1,4347,100,39,1781.7470629929387,6141.370548377854,0.023004370830457786,0.39,3.446825127951505,45.68582212802407
Social,Campaign_2,4984,558,61,3135.785387939285,5787.402010258101,0.11195826645264847,0.10931899641577061,1.8455988833028378,51.40631783507025
Display,Campaign_3,4607,725,155,4155.939257152878,9685.636605400297,0.15736922075103105,0.21379310344827587,2.3305529763771538,26.81251133647018
Search,Campaign_4,8820,976,194,4164.312550543864,7400.943400228945,0.11065759637188209,0.1987704918032787,1.7772305297455095,21.465528611050843
Display,Campaign_0,5451,104,53,4524.066746103639,2434.902634181496,0.019079068060906257,0.5096153846153846,0.5382110324253196,85.35974992648376
Email,Campaign_1,8021,707,171,4869.74393073732,9924.061492200542,0.08814362298965216,0.24186704384724186,2.0379021224423925,28.478034682674384
Display,Campaign_2,7932,739,58,3812.566441809007,4108.651403889462,0.09316691880988401,0.07848443843031123,1.077660275984585,65.7339041691208
Email,Campaign_3,3988,622,116,3152.3636308255805,6309.458231718639,0.1559679037111334,0.1864951768488746,2.0015007691438944,27.17554854159983
Display,Campaign_4,3086,897,180,4117.096970707138,2121.5055375365064,0.29066753078418667,0.20066889632107024,0.5152916126656409,22.87276094837299
Display,Campaign_0,8210,965,139,1551.4013366484394,7391.32615663509,0.11753958587088915,0.14404145077720207,4.764290182063977,11.161160695312514
Social,Campaign_1,8114,973,116,2263.8660491153205,9372.867177640099,0.11991619423219127,0.11921891058581706,4.140203958314077,19.516086630304486
Search,Campaign_2,1362,340,63,4596.924057701033,3707.1558096511662,0.24963289280469897,0.18529411764705883,0.8064426914864352,72.96704853493704
Social,Campaign_3,5648,625,137,4952.979831198518,8285.547868297774,0.1106586402266289,0.2192,1.6728410271545249,36.153137454003776
Email,Campaign_4,2903,375,66,4850.06496254079,9774.371790889967,0.12917671374440234,0.176,2.015307396165163,73.48583276576954
Email,Campaign_0,2459,141,153,2158.962864620871,3833.542107395465,0.057340382269215125,1.0851063829787233,1.7756405958694714,14.110868396214844
Display,Campaign_1,7947,304,90,1287.0390023735072,2359.353216542359,0.03825342896690575,0.29605263157894735,1.8331637286759233,14.300433359705636
Email,Campaign_2,1542,528,115,1786.6486834613509,9683.709983899267,0.3424124513618677,0.2178030303030303,5.42004148523402,15.536075508359573
Display,Campaign_3,2799,151,158,732.0289302693172,6618.289575913653,0.05394783851375491,1.0463576158940397,9.041021880759207,4.633094495375426
Email,Campaign_4,8128,207,199,535.1605330712616,2464.223788538038,0.02546751968503937,0.961352657004831,4.604644095101654,2.6892489099058374
Email,Campaign_0,1239,244,64,659.983991371773,6232.777486826991,0.19693301049233253,0.26229508196721313,9.443831317593324,10.312249865183952
Social,Campaign_1,8315,604,181,3521.7657826796985,4860.635992362099,0.07263980757666867,0.2996688741721854,1.3801701454046327,19.457269517567394
Email,Campaign_2,3893,854,163,1151.852447372713,1570.6112040303296,0.21936809658361162,0.19086651053864168,1.3635524303592645,7.066579431734436
Search,Campaign_3,7119,626,138,2645.4658809637967,9037.992652198407,0.08793369855316759,0.22044728434504793,3.416408700347964,19.170042615679687
Search,Campaign_4,6944,776,133,2394.5794860866627,8518.784517636388,0.11175115207373272,0.1713917525773196,3.557528395751104,18.004357038245583
Search,Campaign_0,7117,214,59,4626.913908977136,2854.105390486994,0.030068849234227906,0.2757009345794392,0.6168486050603752,78.42226964368027
Email,Campaign_1,8623,232,177,4719.842208347021,8510.112706181466,0.0269047895164096,0.7629310344827587,1.8030502568775217,26.665775188401252
Email,Campaign_2,1060,403,140,4218.49357840469,8094.21461694444,0.38018867924528305,0.34739454094292804,1.918745273995518,30.13209698860493
Search,Campaign_3,9216,996,141,4018.62036972948,7673.253889018761,0.10807291666666667,0.14156626506024098,1.9094249227466336,28.50085368602468
Email,Campaign_4,4436,917,40,4269.154752867625,3154.40668051576,0.20671776375112713,0.04362050163576881,0.7388831895580549,106.72886882169061
Search,Campaign_0,8463,354,23,4685.468374769164,1337.0963114843294,0.04182913860333215,0.06497175141242938,0.2853708966822774,203.7160162943115
Display,Campaign_1,1367,559,30,3047.95874727014,8362.61798621495,0.4089246525237747,0.05366726296958855,2.7436782055219107,101.59862490900467
Search,Campaign_2,5212,912,126,2514.2455689597846,8083.371771954474,0.17498081350729086,0.13815789473684212,3.2150287433135643,19.954329912379244
Display,Campaign_3,5112,681,85,4264.1528828116625,2751.0085704462563,0.13321596244131456,0.12481644640234948,0.6451477341572984,50.166504503666616
Display,Campaign_4,7362,460,21,2452.0922498082555,3376.0180566362683,0.06248302091822874,0.04565217391304348,1.3767908025892013,116.76629760991693
Email,Campaign_0,8392,594,143,1784.9496233366701,3195.3808374854248,0.0707816968541468,0.24074074074074073,1.7901798435701424,12.482165198158532
Social,Campaign_1,3654,884,122,2715.020510149621,5712.520012875549,0.24192665571975916,0.13800904977375567,2.1040430418555993,22.254266476636236
Social,Campaign_2,2876,372,154,2125.991517671223,7548.768584569547,0.12934631432545202,0.41397849462365593,3.5507049401769706,13.805139725137812
Social,Campaign_3,4863,878,146,3107.0789550533186,3508.7590063764223,0.18054698745630268,0.1662870159453303,1.1292789971332449,21.281362705844646
Email,Campaign_4,4727,617,37,2754.843765162191,2631.801358264131,0.13052676115929765,0.059967585089141004,0.9553359764157747,74.45523689627544
Email,Campaign_0,5268,679,144,2901.0333956671943,7463.002302363141,0.1288914198936978,0.21207658321060383,2.5725323650218654,20.14606524768885
Display,Campaign_1,6239,266,118,686.7884606005377,9439.18052608492,0.042635037666292674,0.44360902255639095,13.743941646647883,5.8202411915299805
Display,Campaign_2,2591,374,52,1571.7535843840285,4278.583801417347,0.1443458124276341,0.13903743315508021,2.7221721292235053,30.226030468923625
Social,Campaign_3,7445,194,142,1989.088874243604,5349.607205043001,0.02605775688381464,0.7319587628865979,2.6894762090896065,14.007668128476086
Display,Campaign_4,8138,564,153,959.8212830873591,9224.98634009377,0.06930449741951339,0.2712765957446808,9.611150015782833,6.273341719525223
Email,Campaign_0,4799,899,198,3193.235334827346,7953.088835272303,0.18733069389456136,0.22024471635150167,2.4906052956796296,16.127451185996698
Display,Campaign_1,1432,526,138,1260.825393623112,2574.643535547224,0.36731843575418993,0.2623574144486692,2.0420302038402953,9.136415895819653
Email,Campaign_2,6509,147,177,1152.385343242914,2846.3535820294037,0.022584114303272392,1.2040816326530612,2.4699668376721227,6.510651656739626
Social,Campaign_3,9569,377,47,2693.43364325894,1482.3975472575837,0.03939805622322082,0.1246684350132626,0.5503746308982559,57.3070987927434
Search,Campaign_4,5327,155,16,2466.343334301129,3432.276583308816,0.02909705275014079,0.1032258064516129,1.391645897622521,154.14645839382055
Search,Campaign_0,1881,430,103,3366.8436359285456,5259.953766583196,0.22860180754917597,0.23953488372093024,1.5622803834584813,32.687802290568406
Email,Campaign_1,2820,208,68,4865.1396443293825,3737.7971406361467,0.07375886524822695,0.3269230769230769,0.7682815733753455,71.54617124013798
Search,Campaign_2,3116,131,121,682.2052343753762,5242.2225810885975,0.0420410783055199,0.9236641221374046,7.684230957108312,5.63805978822625
Social,Campaign_3,6884,695,163,2713.4658405049427,6544.350386430755,0.10095874491574666,0.23453237410071942,2.411804964979007,16.647029696349342
Display,Campaign_4,1370,166,86,4167.706519293493,9377.86121731765,0.12116788321167883,0.5180722891566265,2.250125140507105,48.461703712715035
Display,Campaign_0,8073,247,74,2066.2536145966246,9311.471086083691,0.030595813204508857,0.29959514170040485,4.506451202458747,27.92234614319763
Display,Campaign_1,8651,259,190,2336.937816049912,6600.412465951858,0.02993873540631141,0.7335907335907336,2.8243851507818163,12.299672716052168
Social,Campaign_2,6219,982,60,1005.9851375741146,4294.829885933136,0.15790319987136195,0.06109979633401222,4.269277671725762,16.766418959568576
Search,Campaign_3,9153,887,187,2876.3811830351297,3320.856306934868,0.0969081175570851,0.21082299887260428,1.154525807122244,15.381717556337591
Social,Campaign_4,2635,907,166,729.0665832180655,6462.485038163861,0.3442125237191651,0.18302094818081588,8.864053279796142,4.3919673687835274
Search,Campaign_0,1129,673,118,1859.6641252028594,6825.109455433732,0.5961027457927369,0.17533432392273401,3.670076420218744,15.759865467820843
Display,Campaign_1,5295,709,60,3503.517547441878,3411.8312669282873,0.13389990557129366,0.0846262341325811,0.9738302208360463,58.391959124031295
Search,Campaign_2,3637,344,145,3874.3827804413418,1527.4538664534487,0.09458344789661809,0.42151162790697677,0.39424443918250435,26.719881244423046
Social,Campaign_3,8788,848,36,1705.2770151150291,4181.700850822405,0.09649522075557579,0.04245283018867924,2.452212053383203,47.36880597541747
Search,Campaign_4,4250,538,178,2930.862556553164,9590.869576822317,0.12658823529411764,0.3308550185873606,3.2723709801327714,16.46551998063575
Display,Campaign_0,2435,834,71,2856.22997253689,3020.9317524121684,0.3425051334702259,0.08513189448441247,1.0576640471736913,40.228591162491405
Display,Campaign_1,5192,222,186,3790.335139734874,3791.9122847107064,0.04275808936825886,0.8378378378378378,1.0004160964446913,20.378145912553084
Email,Campaign_2,2579,587,160,2253.1308398715664,3635.6154799142296,0.22760759984490112,0.272572402044293,1.6135838254832409,14.08206774919729
Email,Campaign_3,4859,290,24,1971.0229872180346,7312.295107951999,0.05968306235850998,0.08275862068965517,3.7098984412519753,82.12595780075144
Search,Campaign_4,7498,304,73,1037.9464493227738,7615.108522740375,0.04054414510536143,0.24013157894736842,7.336706559099445,14.218444511270874
Social,Campaign_0,2325,180,95,2483.9477072065247,4998.865023302406,0.07741935483870968,0.5277777777777778,2.0124678989012157,26.146817970594995
Display,Campaign_1,9292,610,62,1941.9900635549996,9215.366471209836,0.06564786913473956,0.10163934426229508,4.745321124012459,31.322420379919347
Social,Campaign_2,5432,234,145,1381.7574300602391,7527.218762922553,0.0430780559646539,0.6196581196581197,5.447568870749185,9.529361586622338
Search,Campaign_3,5985,552,46,1233.3960106659908,8991.81309235479,0.09223057644110276,0.08333333333333333,7.29028877554057,26.812956753608496
Search,Campaign_4,8083,913,158,1984.263174808386,8668.87331918159,0.11295311146851417,0.17305585980284777,4.368812277140967,12.558627688660671
Social,Campaign_0,7720,606,48,4061.8242252877667,7953.337123730232,0.07849740932642488,0.07920792079207921,1.9580702370661458,84.62133802682847
Email,Campaign_1,1372,770,142,4030.883356263305,3888.3766119588827,0.5612244897959183,0.18441558441558442,0.9646462743500154,28.386502508896513
Search,Campaign_2,4168,688,154,4903.837084810806,2231.6588938577024,0.16506717850287908,0.2238372093023256,0.455084223896847,31.843097953316924
Display,Campaign_3,2506,991,121,2388.581704812161,7059.611130454642,0.3954509177972865,0.12209889001009082,2.9555661069629653,19.740344667869103
Email,Campaign_4,7424,793,194,4492.248581471667,7302.110397542535,0.10681573275862069,0.244640605296343,1.62549116886812,23.155920523049833
Search,Campaign_0,7653,517,121,4701.544070050074,7776.457693430627,0.06755520710832354,0.23404255319148937,1.65402207818671,38.85573611611631
Email,Campaign_1,4527,702,24,2130.574913606195,8295.755190566997,0.1550695825049702,0.03418803418803419,3.893669796630462,88.77395473359145
Display,Campaign_2,3251,502,137,2698.012096483714,4595.74018517647,0.15441402645339897,0.2729083665338645,1.7033801261180563,19.693518952435866
Search,Campaign_3,1243,234,25,2027.762005948339,4358.825398039843,0.18825422365245373,0.10683760683760683,2.1495744496905678,81.11048023793356
Social,Campaign_4,1374,732,152,983.4103341465179,3842.138269425803,0.5327510917030568,0.20765027322404372,3.9069533195014854,6.469804829911302
Search,Campaign_0,5161,230,148,2309.542829042827,4897.7511608858,0.044565006781631465,0.6434782608695652,2.1206582962203115,15.605019115154239
Social,Campaign_1,3512,254,14,4835.1848861841645,8846.991343005207,0.07232346241457858,0.05511811023622047,1.8297110764645619,345.3703490131546
Email,Campaign_2,7514,338,94,4200.416818396709,1017.2303213435307,0.04498269896193772,0.2781065088757396,0.24217366164432358,44.685285302092645
Social,Campaign_3,6999,381,115,3928.255926877955,5950.595610647163,0.05443634804972139,0.30183727034120733,1.5148187188955622,34.15874719024309
Social,Campaign_4,7341,625,62,954.1685272720501,3013.228795909575,0.08513826454161558,0.0992,3.1579628857853232,15.389814956000809
Search,Campaign_0,9993,831,63,548.5640135412867,6162.868550926828,0.08315821074752326,0.07581227436823104,11.2345476531391,8.707365294306138
Search,Campaign_1,6250,674,77,1129.851813338938,1775.985709404221,0.10784,0.1142433234421365,1.5718749029183112,14.673400173232961
Display,Campaign_2,5471,157,54,2249.999956032526,1762.3790792208856,0.02869676475964175,0.34394904458598724,0.7832796060709828,41.66666585245418
Email,Campaign_3,4983,393,134,4644.885757787294,2709.8786766705966,0.07886815171583383,0.34096692111959287,0.58341126520225,34.66332655065145
Social,Campaign_4,5935,505,12,1100.1212066083053,9865.497870010267,0.08508845829823083,0.023762376237623763,8.967646301834128,91.67676721735877
Email,Campaign_0,3028,207,198,3076.1744489458324,6812.463582672395,0.06836195508586526,0.9565217391304348,2.214589483053194,15.536234590635518
Display,Campaign_1,7941,604,76,2911.102289150223,4878.848900840718,0.07606094950258153,0.12582781456953643,1.675945540980938,38.303977488818724
Email,Campaign_2,2443,937,33,1223.8461146736188,3714.0991740192662,0.3835448219402374,0.035218783351120594,3.034776292123753,37.08624589920057
Email,Campaign_3,3785,917,38,4067.0392199587554,6227.518338088378,0.24227212681638044,0.04143947655398037,1.5312166913776486,107.02734789365145
Search,Campaign_4,1945,125,63,656.8851162855033,5078.784335398419,0.06426735218508997,0.504,7.731617309458138,10.42674787754767
Email,Campaign_0,1848,368,156,854.3062524814691,5160.415675575909,0.19913419913419914,0.42391304347826086,6.040475134750163,5.476322131291468
Display,Campaign_1,1319,664,121,4306.152243520304,4463.476921535066,0.5034116755117514,0.1822289156626506,1.0365348620108583,35.588035070415735
Social,Campaign_2,8640,938,197,2057.365976954049,3171.126351455743,0.10856481481481481,0.21002132196162046,1.5413525775081727,10.443482116518016
Email,Campaign_3,6370,865,75,4928.359716056298,1760.0604675045593,0.1357927786499215,0.08670520231213873,0.3571290589382891,65.71146288075063
Display,Campaign_4,5669,173,78,1563.6737256117285,7175.706869820619,0.030516846004586345,0.4508670520231214,4.589005207600706,20.04709904630421
Search,Campaign_0,4178,684,46,4552.15492171132,2595.248752145045,0.16371469602680708,0.06725146198830409,0.5701143297577835,98.95988960241999
Social,Campaign_1,8441,574,91,3082.1734204839563,4829.45677876402,0.068001421632508,0.15853658536585366,1.566899755434822,33.87003758773579
Display,Campaign_2,3093,244,34,2270.2332202961816,6285.228126611368,0.07888781118655028,0.13934426229508196,2.7685385230119124,66.77156530282888
Email,Campaign_3,6088,451,117,3962.1096229256086,2321.705247184849,0.07408015768725361,0.25942350332594233,0.5859770344946967,33.86418481132999
Social,Campaign_4,4094,962,86,4279.324455532615,6376.237203654478,0.23497801660967269,0.0893970893970894,1.4900102270606814,49.75958669223971
Search,Campaign_0,8782,866,44,1906.7354451266626,4259.570505867817,0.09861079480756092,0.050808314087759814,2.233959890321784,43.33489648015142
Email,Campaign_1,2356,329,95,2646.007760681596,3300.4211891936143,0.13964346349745332,0.2887537993920973,1.247321054093751,27.852713270332593
Email,Campaign_2,1759,394,66,3540.5449355834216,5937.391947929493,0.22399090392268334,0.16751269035532995,1.6769712165653143,53.64462023611245
Email,Campaign_3,5496,276,73,3641.3929106703545,9901.53733632467,0.05021834061135371,0.2644927536231884,2.71916202926365,49.88209466671719
Search,Campaign_4,4387,800,46,1851.535319677011,7917.277139380154,0.18235696375655344,0.0575,4.276060551068112,40.25076781906546
Social,Campaign_0,2340,618,117,917.1696741899991,3567.308158161305,0.2641025641025641,0.18932038834951456,3.8894746070968633,7.839057044358967
Display,Campaign_1,6785,731,179,2259.9725700227846,5513.822240997435,0.1077376565954311,0.2448700410396717,2.439773966345904,12.625545083926172
Email,Campaign_2,6262,613,16,2051.1738044939125,4654.6352252810075,0.09789204726924305,0.026101141924959218,2.2692544215820116,128.19836278086953
Email,Campaign_3,1877,467,155,903.2777996540397,5729.145969983546,0.24880127863612148,0.33190578158458245,6.3426179323546314,5.827598707445417
Email,Campaign_4,8997,291,41,2269.34882849602,7223.94003788453,0.03234411470490164,0.140893470790378,3.1832655901878684,55.349971426732196
Email,Campaign_0,1081,293,124,3070.205014300522,8089.674873097118,0.27104532839962997,0.4232081911262799,2.634897290381818,24.759717857262277
Social,Campaign_1,3246,737,16,4983.517852734016,9602.050331348957,0.2270486752926679,0.021709633649932156,1.9267614996264457,311.469865795876
Display,Campaign_2,5594,377,188,3906.5396368825236,3655.5229205104074,0.0673936360386128,0.4986737400530504,0.9357444849651055,20.779466153630445
Search,Campaign_3,5274,914,26,1987.6615344025977,3918.297301027414,0.1733029958285931,0.028446389496717725,1.9713101215721214,76.44852055394607
Search,Campaign_4,4670,868,40,2371.026067311848,1201.3856360297493,0.18586723768736615,0.04608294930875576,0.5066944023065174,59.275651682796195
Social,Campaign_0,7325,826,38,1031.710569891568,3696.9578496156637,0.11276450511945392,0.04600484261501211,3.583328461977676,27.150278155041264
Email,Campaign_1,6947,264,137,4121.082557580063,9475.38168440191,0.03800201525838492,0.5189393939393939,2.299245781177929,30.08089458087637
Social,Campaign_2,5728,766,170,3046.141338206222,8500.595872574817,0.1337290502793296,0.22193211488250653,2.790611113790457,17.9184784600366
Social,Campaign_3,2080,760,112,2629.3665229207913,2070.8780640357045,0.36538461538461536,0.14736842105263157,0.7875958129014671,23.47648681179278
Social,Campaign_4,5545,440,48,2546.1717765755334,9681.75947336516,0.0793507664562669,0.10909090909090909,3.8024769430075986,53.045245345323615
Display,Campaign_0,2896,331,39,1546.5075082831456,8991.1963745205,0.11429558011049724,0.11782477341389729,5.813871789411531,39.65403867392681
Display,Campaign_1,9823,646,12,1732.2761275782811,8722.84349400279,0.06576402321083172,0.018575851393188854,5.035480980851077,144.35634396485676
Social,Campaign_2,4049,341,93,1956.0614469684213,9315.838449030956,0.08421832551247221,0.2727272727272727,4.762548979976574,21.03291878460668
Social,Campaign_3,7432,978,86,508.01907537959636,5805.890765882734,0.13159311087190528,0.08793456032719836,11.428489691148942,5.907198550925539
Display,Campaign_4,3978,161,156,2936.6075083936216,9738.61051142563,0.04047259929612871,0.968944099378882,3.3162792384035105,18.824407105087317
Social,Campaign_0,6661,767,74,4954.606620418935,1235.7729054276913,0.1151478756943402,0.09647979139504563,0.24941897512808012,66.95414351917479
Display,Campaign_1,7195,840,179,1976.977893189888,6061.868886707356,0.11674774148714386,0.2130952380952381,3.0662299804103657,11.044569235697699
Display,Campaign_2,8641,685,160,2649.5546282157457,4357.85475148584,0.07927323226478417,0.23357664233576642,1.6447499157322498,16.55971642634841
Search,Campaign_3,9629,428,27,4459.20609718694,6076.603541999903,0.04444906013085471,0.0630841121495327,1.3627097311858467,165.15578137729406
Search,Campaign_4,6312,664,180,2905.398978714396,9085.288716125047,0.10519645120405577,0.2710843373493976,3.1270365215538067,16.1411054373022
Display,Campaign_0,4963,696,14,3178.508438779254,5044.288490619179,0.14023775941970582,0.020114942528735632,1.58699861516067,227.036317055661
Social,Campaign_1,3202,418,142,2111.7058142027445,3047.06895115591,0.13054341036851969,0.3397129186602871,1.442941971680986,14.87116770565313
Social,Campaign_2,3437,148,156,2639.311578739078,4228.660605417664,0.043060808844922895,1.054054054054054,1.6021831751436835,16.918663966276142
Social,Campaign_3,8000,543,24,2834.152148484547,5011.5865121141005,0.067875,0.04419889502762431,1.7682842167785,118.0896728535228
Search,Campaign_4,3321,399,20,3930.8484843290685,5094.403299091962,0.12014453477868112,0.05012531328320802,1.296006019922056,196.5424242164534
Email,Campaign_0,3360,753,60,4428.368007684752,4040.4961960290784,0.22410714285714287,0.0796812749003984,0.9124120192850771,73.80613346141254
Display,Campaign_1,1337,604,44,3486.3903854275036,5163.818595036627,0.45175766641735227,0.0728476821192053,1.4811360817826016,79.23614512335236
Email,Campaign_2,1073,467,13,2524.4037567005976,4118.67644656841,0.43522833178005593,0.027837259100642397,1.6315442550091634,194.18490436158442
Email,Campaign_3,1740,877,18,4301.592054615989,3705.2595505805793,0.5040229885057471,0.020524515393386546,0.8613693496584615,238.97733636755493
Social,Campaign_4,4248,255,92,1503.5068139418158,8751.116573036394,0.06002824858757062,0.3607843137254902,5.820470178045401,16.342465368932782
Email,Campaign_0,1739,702,78,2080.97561976616,8606.474019078836,0.40368027602070156,0.1111111111111111,4.135788010839814,26.679174612386667
Social,Campaign_1,6390,646,145,1797.490309149948,3556.1726558418577,0.10109546165884194,0.22445820433436534,1.9784099183953927,12.396484890689296
Email,Campaign_2,5669,938,116,2421.2406147006577,9028.947486906134,0.16546128064914448,0.12366737739872068,3.729058331537363,20.872763919833258
Display,Campaign_3,9608,525,103,3850.1310205386058,4812.945605218485,0.054641965029142384,0.1961904761904762,1.2500731999881887,37.37991282076316
Search,Campaign_4,9604,137,45,1254.532172792823,4105.515022748048,0.014264889629321115,0.3284671532846715,3.2725466207920393,27.8784927287294
Search,Campaign_0,5267,106,56,4481.952561963885,2929.5456403519147,0.020125308524776914,0.5283018867924528,0.6536315589802355,80.03486717792653
Social,Campaign_1,1178,414,183,3017.2629174709155,7399.038301762896,0.35144312393887944,0.4420289855072464,2.452235189356586,16.48777550530555
Email,Campaign_2,6960,697,68,2399.967640225887,1262.3028070662092,0.10014367816091954,0.0975609756097561,0.5259665946776684,35.29364176802775
Email,Campaign_3,3469,103,141,1090.620168670635,6407.423592888925,0.029691553761891035,1.3689320388349515,5.875027600763134,7.734894813266915
Email,Campaign_4,9977,175,76,3261.8483462080835,1251.8133469785114,0.017540342788413352,0.4342857142857143,0.3837742329234133,42.919057186948464
Email,Campaign_0,5239,846,162,1929.2975607192227,3630.946580434661,0.16148119870204236,0.19148936170212766,1.8820044426330382,11.90924420197051
Email,Campaign_1,1707,367,193,3788.24366222591,9757.023231504347,0.21499707088459286,0.5258855585831063,2.575606033158722,19.628205503761194
Display,Campaign_2,6616,513,197,4893.036912941705,6326.51392118785,0.07753929866989118,0.3840155945419103,1.292962639307852,24.837750827115254
Search,Campaign_3,4165,178,173,1338.538405089733,3637.121920684058,0.042737094837935176,0.9719101123595506,2.717233892471118,7.737216214391521
Social,Campaign_4,6330,823,13,665.7925504837787,3594.9953965952855,0.13001579778830963,0.015795868772782502,5.399572875940242,51.214811575675284
Email,Campaign_0,8687,382,81,1411.8916010469861,2128.5502496915788,0.04397375388511569,0.21204188481675393,1.507587585416016,17.430760506752915
Search,Campaign_1,6146,463,165,3040.9918348618194,3977.265613150905,0.07533355027660267,0.3563714902807775,1.3078843446916488,18.430253544617088
Display,Campaign_2,9836,867,76,1089.594452445295,5052.917487331873,0.08814558763725092,0.08765859284890427,4.637429528015667,14.336769111122303
Display,Campaign_3,9281,180,122,2169.702314993516,7423.481922395777,0.019394461803684947,0.6777777777777778,3.421428769788615,17.784445204864888
Display,Campaign_4,4695,263,81,1376.50234574304,6099.836914992958,0.05601703940362087,0.30798479087452474,4.4314032110858825,16.993856120284445
Display,Campaign_0,6715,664,20,3777.86886544921,1376.2080067168151,0.09888309754281459,0.030120481927710843,0.3642815713650178,188.8934432724605
Email,Campaign_1,5754,692,119,514.5883683854572,4113.908260221215,0.1202641640597845,0.17196531791907516,7.994561309515752,4.324272003239137
Search,Campaign_2,3656,494,133,680.6764967081469,1458.9879841836155,0.1351203501094092,0.2692307692307692,2.1434381695849627,5.117868396301857
Social,Campaign_3,6612,288,122,3792.534742766053,9448.85369934866,0.043557168784029036,0.4236111111111111,2.491434974293002,31.08635035054142
Email,Campaign_4,9579,199,131,4858.656411983535,4829.3605716097645,0.020774611128510284,0.6582914572864321,0.9939703823671264,37.08898024414912
Display,Campaign_0,2682,739,15,3157.375084425449,6389.411939039841,0.27554064131245337,0.02029769959404601,2.023646785127694,210.49167229502993
Display,Campaign_1,9397,254,50,833.5998444031009,7572.549045647946,0.027029903160583166,0.1968503937007874,9.084153621777928,16.67199688806202
Display,Campaign_2,6778,663,190,4088.376337714528,1032.1382743832683,0.09781646503393332,0.2865761689291101,0.2524567674609552,21.517770198497516
Display,Campaign_3,3316,435,181,620.7718043534635,1950.5519228785256,0.13118214716525936,0.4160919540229885,3.1421400089361886,3.4296784770909587
